fname,id,context,question,answer
Others data - Sheet1.docx,91,এলার্জিক রাইনাইটিসের কারণ সমূহ,এলার্জিক রাইনাইটিসের কারণ সমূহ কি কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 91, 'context': 'এলার্জিক রাইনাইটিসের কারণ সমূহ', 'question': 'এলার্জিক রাইনাইটিসের কারণ সমূহ কি কি?'}"
Others data - Sheet1.docx,92,এলার্জিক রাইনাইটিসের চিকিৎসা,এলার্জিক রাইনাইটিসের চিকিৎসা কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 92, 'context': 'এলার্জিক রাইনাইটিসের চিকিৎসা', 'question': 'এলার্জিক রাইনাইটিসের চিকিৎসা কি?'}"
Others data - Sheet1.docx,93,এলার্জিক রাইনাইটিস প্রতিরোধ,এলার্জিক রাইনাইটিস প্রতিরোধ কিভাবে করা যায়?,"{'fname': 'Others data - Sheet1.docx', 'id': 93, 'context': 'এলার্জিক রাইনাইটিস প্রতিরোধ', 'question': 'এলার্জিক রাইনাইটিস প্রতিরোধ কিভাবে করা যায়?'}"
Others data - Sheet1.docx,94,এলার্জিক রাইনাইটিস নির্ণয়,এলার্জিক রাইনাইটিস নির্ণয় কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 94, 'context': 'এলার্জিক রাইনাইটিস নির্ণয়', 'question': 'এলার্জিক রাইনাইটিস নির্ণয় কি?'}"
Others data - Sheet1.docx,95,এলার্জিক রাইনাইটিসের জটিলতাগুলো,এলার্জিক রাইনাইটিসের জটিলতাগুলো কি কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 95, 'context': 'এলার্জিক রাইনাইটিসের জটিলতাগুলো', 'question': 'এলার্জিক রাইনাইটিসের জটিলতাগুলো কি কি?'}"
Others data - Sheet1.docx,96,কানে ব্যথা,কানে ব্যথা কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 96, 'context': 'কানে ব্যথা', 'question': 'কানে ব্যথা কি?'}"
Others data - Sheet1.docx,97,কানে ব্যথার   কারণ,কানে ব্যথার কি কি কারণ হতে পারে?,"{'fname': 'Others data - Sheet1.docx', 'id': 97, 'context': 'কানে ব্যথার   কারণ', 'question': 'কানে ব্যথার কি কি কারণ হতে পারে?'}"
Others data - Sheet1.docx,98,কানের ব্যথা কমানোর উপায়,কানের ব্যথা কমানোর উপায় কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 98, 'context': 'কানের ব্যথা কমানোর উপায়', 'question': 'কানের ব্যথা কমানোর উপায় কি ?'}"
Others data - Sheet1.docx,100,কানের খইল,কানের খইল বা ময়লা তৈরি হলে করণীয় কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 100, 'context': 'কানের খইল', 'question': 'কানের খইল বা ময়লা তৈরি হলে করণীয় কি?'}"
Others data - Sheet1.docx,105,কোষ্ঠকাঠিন্য,কোষ্ঠকাঠিন্য  কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 105, 'context': 'কোষ্ঠকাঠিন্য', 'question': 'কোষ্ঠকাঠিন্য  কি ?'}"
Others data - Sheet1.docx,106,কোষ্ঠকাঠিন্যের লক্ষণগুলো,কোষ্ঠকাঠিন্যের লক্ষণগুলো কী কী?,"{'fname': 'Others data - Sheet1.docx', 'id': 106, 'context': 'কোষ্ঠকাঠিন্যের লক্ষণগুলো', 'question': 'কোষ্ঠকাঠিন্যের লক্ষণগুলো কী কী?'}"
Others data - Sheet1.docx,107,কোষ্ঠকাঠিন্য,কোষ্ঠকাঠিন্য কেন হয়?,"{'fname': 'Others data - Sheet1.docx', 'id': 107, 'context': 'কোষ্ঠকাঠিন্য', 'question': 'কোষ্ঠকাঠিন্য কেন হয়?'}"
Others data - Sheet1.docx,108,কোষ্ঠকাঠিন্য দূর করার উপায়,কোষ্ঠকাঠিন্য দূর করার উপায় কী?,"{'fname': 'Others data - Sheet1.docx', 'id': 108, 'context': 'কোষ্ঠকাঠিন্য দূর করার উপায়', 'question': 'কোষ্ঠকাঠিন্য দূর করার উপায় কী?'}"
Others data - Sheet1.docx,109,কোষ্ঠকাঠিন্য ও  ডাক্তারের পরামর্শ,কোষ্ঠকাঠিন্য হলে কখন ডাক্তারের পরামর্শ নিতে হবে?,"{'fname': 'Others data - Sheet1.docx', 'id': 109, 'context': 'কোষ্ঠকাঠিন্য ও  ডাক্তারের পরামর্শ', 'question': 'কোষ্ঠকাঠিন্য হলে কখন ডাক্তারের পরামর্শ নিতে হবে?'}"
Others data - Sheet1.docx,110,কোষ্ঠকাঠিন্য,দীর্ঘদিন ধরে কোষ্ঠকাঠিন্য হলে কী সমস্যা হয়?,"{'fname': 'Others data - Sheet1.docx', 'id': 110, 'context': 'কোষ্ঠকাঠিন্য', 'question': 'দীর্ঘদিন ধরে কোষ্ঠকাঠিন্য হলে কী সমস্যা হয়?'}"
Others data - Sheet1.docx,116,খাদ্যে অসহনীয়তা,খাদ্যে অসহনীয়তা কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 116, 'context': 'খাদ্যে অসহনীয়তা', 'question': 'খাদ্যে অসহনীয়তা কি ?'}"
Others data - Sheet1.docx,117,খাদ্যে অসহনীয়তার,খাদ্যে অসহনীয়তার ক্ষেত্রে কীধরনের লক্ষণ  দেখা যেতে পারে ?,"{'fname': 'Others data - Sheet1.docx', 'id': 117, 'context': 'খাদ্যে অসহনীয়তার', 'question': 'খাদ্যে অসহনীয়তার ক্ষেত্রে কীধরনের লক্ষণ  দেখা যেতে পারে ?'}"
Others data - Sheet1.docx,118,খাদ্যে অসহনীয়তার লক্ষণ,খাদ্যে অসহনীয়তার মতো লক্ষণ দেখা দিতে পারে যেসব রোগে,"{'fname': 'Others data - Sheet1.docx', 'id': 118, 'context': 'খাদ্যে অসহনীয়তার লক্ষণ', 'question': 'খাদ্যে অসহনীয়তার মতো লক্ষণ দেখা দিতে পারে যেসব রোগে'}"
Others data - Sheet1.docx,119,খাদ্যে অসহনীয়তা ও খাদ্যে অ্যালার্জি মধ্যেকার পার্থক্য,খাদ্যে অসহনীয়তা বনাম খাদ্যে অ্যালার্জি মধ্যেকার পার্থক্য গুলো কি কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 119, 'context': 'খাদ্যে অসহনীয়তা ও খাদ্যে অ্যালার্জি মধ্যেকার পার্থক্য', 'question': 'খাদ্যে অসহনীয়তা বনাম খাদ্যে অ্যালার্জি মধ্যেকার পার্থক্য গুলো কি কি?'}"
Others data - Sheet1.docx,120,খাদ্যে অসহনীয়তার কারণ,কি কি কারনে খাদ্যে অসহনীয়তার দেখা দিতে পারে?,"{'fname': 'Others data - Sheet1.docx', 'id': 120, 'context': 'খাদ্যে অসহনীয়তার কারণ', 'question': 'কি কি কারনে খাদ্যে অসহনীয়তার দেখা দিতে পারে?'}"
Others data - Sheet1.docx,121,খাদ্যে অসহনীয়তা শনাক্ত করার উপায়,খাদ্যে অসহনীয়তা শনাক্ত করার উপায় গুলো কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 121, 'context': 'খাদ্যে অসহনীয়তা শনাক্ত করার উপায়', 'question': 'খাদ্যে অসহনীয়তা শনাক্ত করার উপায় গুলো কি কি ?'}"
Others data - Sheet1.docx,122,খাদ্যে অসহনীয়তার ঘরোয়া চিকিৎসা,খাদ্যে অসহনীয়তার ঘরোয়া চিকিৎসা কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 122, 'context': 'খাদ্যে অসহনীয়তার ঘরোয়া চিকিৎসা', 'question': 'খাদ্যে অসহনীয়তার ঘরোয়া চিকিৎসা কি ?'}"
Others data - Sheet1.docx,215,জার্নি বা সফর-জনিত ডিভিটি,জার্নি বা সফর-জনিত ডিভিটি প্রতিরোধ কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 215, 'context': 'জার্নি বা সফর-জনিত ডিভিটি', 'question': 'জার্নি বা সফর-জনিত ডিভিটি প্রতিরোধ কি ?'}"
Others data - Sheet1.docx,231,গ্যাস্ট্রিকের সমস্যা,গ্যাস্ট্রিকের সমস্যা কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 231, 'context': 'গ্যাস্ট্রিকের সমস্যা', 'question': 'গ্যাস্ট্রিকের সমস্যা কি ?'}"
Others data - Sheet1.docx,232,গ্যাস্ট্রিক রোগের লক্ষণ,গ্যাস্ট্রিক রোগের লক্ষণগুলো কী?,"{'fname': 'Others data - Sheet1.docx', 'id': 232, 'context': 'গ্যাস্ট্রিক রোগের লক্ষণ', 'question': 'গ্যাস্ট্রিক রোগের লক্ষণগুলো কী?'}"
Others data - Sheet1.docx,233,গ্যাস্ট্রিক হলে ডাক্তারের পরামর্শ,গ্যাস্ট্রিক হলে কখন ডাক্তারের কাছে যাবেন?,"{'fname': 'Others data - Sheet1.docx', 'id': 233, 'context': 'গ্যাস্ট্রিক হলে ডাক্তারের পরামর্শ', 'question': 'গ্যাস্ট্রিক হলে কখন ডাক্তারের কাছে যাবেন?'}"
Others data - Sheet1.docx,234,গ্যাস্ট্রিক রোগের কারণগুলো,গ্যাস্ট্রিক রোগের কারণগুলো কী?,"{'fname': 'Others data - Sheet1.docx', 'id': 234, 'context': 'গ্যাস্ট্রিক রোগের কারণগুলো', 'question': 'গ্যাস্ট্রিক রোগের কারণগুলো কী?'}"
Others data - Sheet1.docx,235,গ্যাস্ট্রিক রোগের চিকিৎসা,গ্যাস্ট্রিক রোগের চিকিৎসা কী?,"{'fname': 'Others data - Sheet1.docx', 'id': 235, 'context': 'গ্যাস্ট্রিক রোগের চিকিৎসা', 'question': 'গ্যাস্ট্রিক রোগের চিকিৎসা কী?'}"
Others data - Sheet1.docx,236,গ্যাস্ট্রিক রোগের সম্ভাব্য জটিলতাগুলো,গ্যাস্ট্রিক রোগের সম্ভাব্য জটিলতাগুলো কী?,"{'fname': 'Others data - Sheet1.docx', 'id': 236, 'context': 'গ্যাস্ট্রিক রোগের সম্ভাব্য জটিলতাগুলো', 'question': 'গ্যাস্ট্রিক রোগের সম্ভাব্য জটিলতাগুলো কী?'}"
Others data - Sheet1.docx,242,চোখ ওঠা,চোখ ওঠা কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 242, 'context': 'চোখ ওঠা', 'question': 'চোখ ওঠা কি ?'}"
Others data - Sheet1.docx,243,চোখ ওঠার লক্ষণ,চোখ ওঠার লক্ষণ কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 243, 'context': 'চোখ ওঠার লক্ষণ', 'question': 'চোখ ওঠার লক্ষণ কি কি ?'}"
Others data - Sheet1.docx,244,চোখ ওঠার কারণ শনাক্ত,চোখ ওঠার কারণ শনাক্ত করা যায় কিভাবে ?,"{'fname': 'Others data - Sheet1.docx', 'id': 244, 'context': 'চোখ ওঠার কারণ শনাক্ত', 'question': 'চোখ ওঠার কারণ শনাক্ত করা যায় কিভাবে ?'}"
Others data - Sheet1.docx,245,চোখ ওঠার চিকিৎসা,চোখ ওঠার চিকিৎসা কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 245, 'context': 'চোখ ওঠার চিকিৎসা', 'question': 'চোখ ওঠার চিকিৎসা কি ?'}"
Others data - Sheet1.docx,246,চোখ উঠলে ডাক্তারের পরামর্শ,চোখ উঠলে কখন দ্রুত ডাক্তারের কাছে যাবেন ?,"{'fname': 'Others data - Sheet1.docx', 'id': 246, 'context': 'চোখ উঠলে ডাক্তারের পরামর্শ', 'question': 'চোখ উঠলে কখন দ্রুত ডাক্তারের কাছে যাবেন ?'}"
Others data - Sheet1.docx,247,চোখ ওঠা সংক্রমন,চোখ ওঠা  কিভাবে ছড়ায় ?,"{'fname': 'Others data - Sheet1.docx', 'id': 247, 'context': 'চোখ ওঠা সংক্রমন', 'question': 'চোখ ওঠা  কিভাবে ছড়ায় ?'}"
Others data - Sheet1.docx,248,চোখ ওঠা প্রতিরোধ করার উপায়,চোখ ওঠা প্রতিরোধ করার উপায় কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 248, 'context': 'চোখ ওঠা প্রতিরোধ করার উপায়', 'question': 'চোখ ওঠা প্রতিরোধ করার উপায় কি কি ?'}"
Others data - Sheet1.docx,249,জ্বর ঠোসা,জ্বর ঠোসা কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 249, 'context': 'জ্বর ঠোসা', 'question': 'জ্বর ঠোসা কি ?'}"
Others data - Sheet1.docx,250,জ্বর ঠোসার কারণ,জ্বর ঠোসা কেন হয়?,"{'fname': 'Others data - Sheet1.docx', 'id': 250, 'context': 'জ্বর ঠোসার কারণ', 'question': 'জ্বর ঠোসা কেন হয়?'}"
Others data - Sheet1.docx,251,জ্বর ঠোসার  লক্ষন,কীভাবে বুঝবেন জ্বর ঠোসা হয়েছে কি না?,"{'fname': 'Others data - Sheet1.docx', 'id': 251, 'context': 'জ্বর ঠোসার  লক্ষন', 'question': 'কীভাবে বুঝবেন জ্বর ঠোসা হয়েছে কি না?'}"
Others data - Sheet1.docx,252,জ্বর ঠোসা সংক্রমন,জ্বর ঠোসা কতদিন ছোঁয়াচে থাকে?,"{'fname': 'Others data - Sheet1.docx', 'id': 252, 'context': 'জ্বর ঠোসা সংক্রমন', 'question': 'জ্বর ঠোসা কতদিন ছোঁয়াচে থাকে?'}"
Others data - Sheet1.docx,253,জ্বর ঠোসা হলে  সতর্কতা,জ্বর ঠোসা হলে কী সতর্কতা মেনে চলতে হবে?,"{'fname': 'Others data - Sheet1.docx', 'id': 253, 'context': 'জ্বর ঠোসা হলে  সতর্কতা', 'question': 'জ্বর ঠোসা হলে কী সতর্কতা মেনে চলতে হবে?'}"
Others data - Sheet1.docx,254,জ্বর ঠোসা হলে   করনীয়,জ্বর ঠোসা হলে কী করা উচিত?,"{'fname': 'Others data - Sheet1.docx', 'id': 254, 'context': 'জ্বর ঠোসা হলে   করনীয়', 'question': 'জ্বর ঠোসা হলে কী করা উচিত?'}"
Others data - Sheet1.docx,255,ডায়রিয়া বা পাতলা পায়খানা,ডায়রিয়া বা পাতলা পায়খানা কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 255, 'context': 'ডায়রিয়া বা পাতলা পায়খানা', 'question': 'ডায়রিয়া বা পাতলা পায়খানা কি ?'}"
Others data - Sheet1.docx,258,পাতলা পায়খানার ঘরোয়া চিকিৎসা,পাতলা পায়খানার ঘরোয়া চিকিৎসা কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 258, 'context': 'পাতলা পায়খানার ঘরোয়া চিকিৎসা', 'question': 'পাতলা পায়খানার ঘরোয়া চিকিৎসা কি ?'}"
Others data - Sheet1.docx,260,ডায়রিয়ার কারণ,ডায়রিয়ার কারণ কি কি  ?,"{'fname': 'Others data - Sheet1.docx', 'id': 260, 'context': 'ডায়রিয়ার কারণ', 'question': 'ডায়রিয়ার কারণ কি কি  ?'}"
Others data - Sheet1.docx,261,শিশুদের ডায়রিয়া হওয়ার  কারন,শিশুদের ডায়রিয়া  কেন হয় ?,"{'fname': 'Others data - Sheet1.docx', 'id': 261, 'context': 'শিশুদের ডায়রিয়া হওয়ার  কারন', 'question': 'শিশুদের ডায়রিয়া  কেন হয় ?'}"
Others data - Sheet1.docx,262,শিশুদের ডায়রিয়ার লক্ষণ,শিশুদের ডায়রিয়ার লক্ষণ কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 262, 'context': 'শিশুদের ডায়রিয়ার লক্ষণ', 'question': 'শিশুদের ডায়রিয়ার লক্ষণ কি ?'}"
Others data - Sheet1.docx,263,শিশুদের পানিশূন্যতার লক্ষণ,শিশুদের পানিশূন্যতার লক্ষণ কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 263, 'context': 'শিশুদের পানিশূন্যতার লক্ষণ', 'question': 'শিশুদের পানিশূন্যতার লক্ষণ কি কি ?'}"
Others data - Sheet1.docx,264,শিশুদের ডায়রিয়া হওয়ার কারণ,শিশুদের ডায়রিয়া হওয়ার কারণ কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 264, 'context': 'শিশুদের ডায়রিয়া হওয়ার কারণ', 'question': 'শিশুদের ডায়রিয়া হওয়ার কারণ কি কি ?'}"
Others data - Sheet1.docx,265,শিশুদের পাতলা পায়খানার ঘরোয়া চিকিৎসা,শিশুদের পাতলা পায়খানার ঘরোয়া চিকিৎসা কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 265, 'context': 'শিশুদের পাতলা পায়খানার ঘরোয়া চিকিৎসা', 'question': 'শিশুদের পাতলা পায়খানার ঘরোয়া চিকিৎসা কি ?'}"
Others data - Sheet1.docx,266,ডায়রিয়ার বিস্তার রোধে করণীয়,পরিবারে ডায়রিয়ার বিস্তার রোধে করণীয় কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 266, 'context': 'ডায়রিয়ার বিস্তার রোধে করণীয়', 'question': 'পরিবারে ডায়রিয়ার বিস্তার রোধে করণীয় কি কি ?'}"
Others data - Sheet1.docx,267,শিশুর ডায়রিয়ায়,শিশুর ডায়রিয়ায় কখন দ্রুত ডাক্তারের কাছে যাবেন?,"{'fname': 'Others data - Sheet1.docx', 'id': 267, 'context': 'শিশুর ডায়রিয়ায়', 'question': 'শিশুর ডায়রিয়ায় কখন দ্রুত ডাক্তারের কাছে যাবেন?'}"
Others data - Sheet1.docx,268,ডায়াবেটিস,ডায়াবেটিস কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 268, 'context': 'ডায়াবেটিস', 'question': 'ডায়াবেটিস কি ?'}"
Others data - Sheet1.docx,269,ডায়াবেটিসের কারণ,ডায়াবেটিসের কারণ ও প্রকারভেদ কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 269, 'context': 'ডায়াবেটিসের কারণ', 'question': 'ডায়াবেটিসের কারণ ও প্রকারভেদ কি ?'}"
Others data - Sheet1.docx,270,ডায়াবেটিস  নিয়ন্ত্রন,ডায়াবেটিস নিয়ন্ত্রণে রাখা কেন গুরুত্বপূর্ণ?,"{'fname': 'Others data - Sheet1.docx', 'id': 270, 'context': 'ডায়াবেটিস  নিয়ন্ত্রন', 'question': 'ডায়াবেটিস নিয়ন্ত্রণে রাখা কেন গুরুত্বপূর্ণ?'}"
Others data - Sheet1.docx,271,প্রি-ডায়াবেটিস,প্রি-ডায়াবেটিস (Pre-Diabetes) কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 271, 'context': 'প্রি-ডায়াবেটিস', 'question': 'প্রি-ডায়াবেটিস (Pre-Diabetes) কি ?'}"
Others data - Sheet1.docx,272,ডায়াবেটিসের লক্ষণ,ডায়াবেটিসের লক্ষণ কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 272, 'context': 'ডায়াবেটিসের লক্ষণ', 'question': 'ডায়াবেটিসের লক্ষণ কি কি ?'}"
Others data - Sheet1.docx,273,ডায়াবেটিস নিয়ে জীবনযাপন পদ্ধতি,ডায়াবেটিস নিয়ে জীবনযাপন পদ্ধতি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 273, 'context': 'ডায়াবেটিস নিয়ে জীবনযাপন পদ্ধতি', 'question': 'ডায়াবেটিস নিয়ে জীবনযাপন পদ্ধতি কি ?'}"
Others data - Sheet1.docx,282,টাইপ ১ ডায়াবেটিস,টাইপ ১ ডায়াবেটিস কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 282, 'context': 'টাইপ ১ ডায়াবেটিস', 'question': 'টাইপ ১ ডায়াবেটিস কি ?'}"
Others data - Sheet1.docx,283,টাইপ ১ ডায়াবেটিসের উপসর্গ,টাইপ ১ ডায়াবেটিসের উপসর্গ ?,"{'fname': 'Others data - Sheet1.docx', 'id': 283, 'context': 'টাইপ ১ ডায়াবেটিসের উপসর্গ', 'question': 'টাইপ ১ ডায়াবেটিসের উপসর্গ ?'}"
Others data - Sheet1.docx,284,টাইপ ১ ডায়াবেটিসের পরীক্ষা-নিরীক্ষা,টাইপ ১ ডায়াবেটিসের পরীক্ষা-নিরীক্ষা কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 284, 'context': 'টাইপ ১ ডায়াবেটিসের পরীক্ষা-নিরীক্ষা', 'question': 'টাইপ ১ ডায়াবেটিসের পরীক্ষা-নিরীক্ষা কি কি ?'}"
Others data - Sheet1.docx,285,টাইপ ১ ডায়াবেটিসের  জন্য জরুরি বিষয়,টাইপ ১ ডায়াবেটিস রোগীদের জন্য  জানা জরুরি কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 285, 'context': 'টাইপ ১ ডায়াবেটিসের  জন্য জরুরি বিষয়', 'question': 'টাইপ ১ ডায়াবেটিস রোগীদের জন্য  জানা জরুরি কি কি ?'}"
Others data - Sheet1.docx,286,ইন্সুলিনের ব্যাবহার পদ্ধতি,ইন্সুলিনের ব্যাবহার পদ্ধতি  কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 286, 'context': 'ইন্সুলিনের ব্যাবহার পদ্ধতি', 'question': 'ইন্সুলিনের ব্যাবহার পদ্ধতি  কি ?'}"
Others data - Sheet1.docx,287,টাইপ ১ ডায়াবেটিস নিয়মিত চেকআপ ও পরীক্ষা-নিরীক্ষা,টাইপ ১ ডায়াবেটিস নিয়মিত চেকআপ ও পরীক্ষা-নিরীক্ষা কখন করবেন ?,"{'fname': 'Others data - Sheet1.docx', 'id': 287, 'context': 'টাইপ ১ ডায়াবেটিস নিয়মিত চেকআপ ও পরীক্ষা-নিরীক্ষা', 'question': 'টাইপ ১ ডায়াবেটিস নিয়মিত চেকআপ ও পরীক্ষা-নিরীক্ষা কখন করবেন ?'}"
Others data - Sheet1.docx,288,টাইপ ১ ডায়াবেটিস চিকিৎসায় পরিবর্তন,টাইপ ১ ডায়াবেটিস চিকিৎসায় পরিবর্তন কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 288, 'context': 'টাইপ ১ ডায়াবেটিস চিকিৎসায় পরিবর্তন', 'question': 'টাইপ ১ ডায়াবেটিস চিকিৎসায় পরিবর্তন কি কি ?'}"
Others data - Sheet1.docx,289,ডেঙ্গু জ্বর,ডেঙ্গু জ্বর কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 289, 'context': 'ডেঙ্গু জ্বর', 'question': 'ডেঙ্গু জ্বর কি ?'}"
Others data - Sheet1.docx,290,ডেঙ্গুর লক্ষণ,ডেঙ্গুর লক্ষণ কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 290, 'context': 'ডেঙ্গুর লক্ষণ', 'question': 'ডেঙ্গুর লক্ষণ কি কি ?'}"
Others data - Sheet1.docx,291,ডেঙ্গুর হাসপাতালে চিকিৎসা,ডেঙ্গু  হলে কখন দ্রুত হাসপাতালে যাবেন?,"{'fname': 'Others data - Sheet1.docx', 'id': 291, 'context': 'ডেঙ্গুর হাসপাতালে চিকিৎসা', 'question': 'ডেঙ্গু  হলে কখন দ্রুত হাসপাতালে যাবেন?'}"
Others data - Sheet1.docx,292,ডেঙ্গু শনাক্ত করার পরীক্ষা,ডেঙ্গু শনাক্ত করার পরীক্ষা কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 292, 'context': 'ডেঙ্গু শনাক্ত করার পরীক্ষা', 'question': 'ডেঙ্গু শনাক্ত করার পরীক্ষা কি কি ?'}"
Others data - Sheet1.docx,293,ডেঙ্গুর ঘরোয়া চিকিৎসা,ডেঙ্গুর ঘরোয়া চিকিৎসা কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 293, 'context': 'ডেঙ্গুর ঘরোয়া চিকিৎসা', 'question': 'ডেঙ্গুর ঘরোয়া চিকিৎসা কি ?'}"
Others data - Sheet1.docx,294,ডেঙ্গু সংক্রমন,ডেঙ্গু  কিভাবে ছড়ায় ?,"{'fname': 'Others data - Sheet1.docx', 'id': 294, 'context': 'ডেঙ্গু সংক্রমন', 'question': 'ডেঙ্গু  কিভাবে ছড়ায় ?'}"
Others data - Sheet1.docx,295,ডেঙ্গু প্রতিরোধ করার উপায়,ডেঙ্গু প্রতিরোধ করার  উপায় কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 295, 'context': 'ডেঙ্গু প্রতিরোধ করার উপায়', 'question': 'ডেঙ্গু প্রতিরোধ করার  উপায় কি ?'}"
Others data - Sheet1.docx,307,দাদ রোগ,দাদ রোগ কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 307, 'context': 'দাদ রোগ', 'question': 'দাদ রোগ কি ?'}"
Others data - Sheet1.docx,308,দাদ রোগের লক্ষণ গুলো,দাদ রোগের লক্ষণ গুলো কি কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 308, 'context': 'দাদ রোগের লক্ষণ গুলো', 'question': 'দাদ রোগের লক্ষণ গুলো কি কি ?'}"
Others data - Sheet1.docx,309,শরীরে দাদ হওয়ার স্থান,শরীরের কোন কোন স্থানে দাদ রোগ হয়?,"{'fname': 'Others data - Sheet1.docx', 'id': 309, 'context': 'শরীরে দাদ হওয়ার স্থান', 'question': 'শরীরের কোন কোন স্থানে দাদ রোগ হয়?'}"
Others data - Sheet1.docx,310,দাদ রোগ সংক্রমন,দাদ রোগ কীভাবে ছড়ায়?,"{'fname': 'Others data - Sheet1.docx', 'id': 310, 'context': 'দাদ রোগ সংক্রমন', 'question': 'দাদ রোগ কীভাবে ছড়ায়?'}"
Others data - Sheet1.docx,311,দাদ রোগের চিকিৎসা,দাদ রোগের চিকিৎসা কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 311, 'context': 'দাদ রোগের চিকিৎসা', 'question': 'দাদ রোগের চিকিৎসা কি ?'}"
Others data - Sheet1.docx,312,দাদ রোগ প্রতিরোধে করণীয়,দাদ রোগ প্রতিরোধে করণীয় কি ?,"{'fname': 'Others data - Sheet1.docx', 'id': 312, 'context': 'দাদ রোগ প্রতিরোধে করণীয়', 'question': 'দাদ রোগ প্রতিরোধে করণীয় কি ?'}"
Others data - Sheet1.docx,322,পাইলস বা অর্শ রোগ,পাইলস বা অর্শ রোগ কী?,"{'fname': 'Others data - Sheet1.docx', 'id': 322, 'context': 'পাইলস বা অর্শ রোগ', 'question': 'পাইলস বা অর্শ রোগ কী?'}"
Others data - Sheet1.docx,323,পাইলস বা অর্শ রোগ,পাইলস বা অর্শ রোগ কী?,"{'fname': 'Others data - Sheet1.docx', 'id': 323, 'context': 'পাইলস বা অর্শ রোগ', 'question': 'পাইলস বা অর্শ রোগ কী?'}"
Others data - Sheet1.docx,324,পাইলস এর লক্ষণগুলো,পাইলস এর লক্ষণগুলো কী?,"{'fname': 'Others data - Sheet1.docx', 'id': 324, 'context': 'পাইলস এর লক্ষণগুলো', 'question': 'পাইলস এর লক্ষণগুলো কী?'}"
Others data - Sheet1.docx,325,পাইলস ও এনাল ফিসার-এর মধ্যে কিভাবে,পাইলস ও এনাল ফিসার-এর মধ্যে কিভাবে পার্থক্য করবেন?,"{'fname': 'Others data - Sheet1.docx', 'id': 325, 'context': 'পাইলস ও এনাল ফিসার-এর মধ্যে কিভাবে', 'question': 'পাইলস ও এনাল ফিসার-এর মধ্যে কিভাবে পার্থক্য করবেন?'}"
Others data - Sheet1.docx,326,পাইলস এর   কারণ,পাইলস কেন হয়?,"{'fname': 'Others data - Sheet1.docx', 'id': 326, 'context': 'পাইলস এর   কারণ', 'question': 'পাইলস কেন হয়?'}"
Others data - Sheet1.docx,327,পাইলস এর ব্যথা সারানোর উপায়,পাইলস এর ব্যথা সারানোর উপায় কি?,"{'fname': 'Others data - Sheet1.docx', 'id': 327, 'context': 'পাইলস এর ব্যথা সারানোর উপায়', 'question': 'পাইলস এর ব্যথা সারানোর উপায় কি?'}"
